n1	n2	d1	d2	type	m	sig1	sig2	sigm	sdir	d1.c2	d2.c1	d1.cm	d2.cm	dm.c1	dm.c2	c1.c2	c1.cm	c2.cm	d1.p2	d2.p1	dm.p1	dm.p2	p1.p2	d1.scp2	d2.scp1	dm.scp2	dm.scp1	d1.scpd2	d2.scpd1	dm.scpd2	dm.scpd1	big1	big2
40	320	1	0.5	sig1	993	993	993	993	993	55	434	59	993	509	993	666	748	993	442	473	560	993	953	993	993	993	993	993	108	993	131	982	11
40	320	1	0.5	bsln	993	993	993	993	993	55	434	59	993	509	993	666	748	993	442	473	560	993	953	993	993	993	993	993	108	993	131	982	11
40	320	1	0.5	sig2	993	993	993	993	993	55	434	59	993	509	993	666	748	993	442	473	560	993	953	993	993	993	993	993	108	993	131	982	11
40	320	1	0.5	big2	993	993	993	993	993	55	434	59	993	509	993	666	748	993	442	473	560	993	953	993	993	993	993	993	108	993	131	993	11
40	320	1	0.5	s2or	993	993	993	993	993	993	993	993	993	993	993	993	993	993	993	993	993	993	993	993	993	993	993	993	993	993	993	993	993
80	320	1	0.5	raw	1000	1000	1000	1000	1000	31	151	39	947	289	984	444	636	1000	191	210	369	1000	877	1000	1000	1000	1000	1000	51	1000	90	995	5
80	320	1	0.5	sig1	1000	1000	1000	1000	1000	31	151	39	947	289	984	444	636	1000	191	210	369	1000	877	1000	1000	1000	1000	1000	51	1000	90	995	5
80	320	1	0.5	bsln	1000	1000	1000	1000	1000	31	151	39	947	289	984	444	636	1000	191	210	369	1000	877	1000	1000	1000	1000	1000	51	1000	90	995	5
80	320	1	0.5	sig2	1000	1000	1000	1000	1000	31	151	39	947	289	984	444	636	1000	191	210	369	1000	877	1000	1000	1000	1000	1000	51	1000	90	995	5
80	320	1	0.5	big2	1000	1000	1000	1000	1000	31	151	39	947	289	984	444	636	1000	191	210	369	1000	877	1000	1000	1000	1000	1000	51	1000	90	1000	5
80	320	1	0.5	s2or	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
160	320	1	0.5	raw	1000	1000	1000	1000	1000	8	28	15	261	123	515	217	591	999	51	57	267	995	659	1000	1000	1000	1000	1000	12	1000	51	1000	0
160	320	1	0.5	sig1	1000	1000	1000	1000	1000	8	28	15	261	123	515	217	591	999	51	57	267	995	659	1000	1000	1000	1000	1000	12	1000	51	1000	0
160	320	1	0.5	bsln	1000	1000	1000	1000	1000	8	28	15	261	123	515	217	591	999	51	57	267	995	659	1000	1000	1000	1000	1000	12	1000	51	1000	0
160	320	1	0.5	sig2	1000	1000	1000	1000	1000	8	28	15	261	123	515	217	591	999	51	57	267	995	659	1000	1000	1000	1000	1000	12	1000	51	1000	0
160	320	1	0.5	big2	1000	1000	1000	1000	1000	8	28	15	261	123	515	217	591	999	51	57	267	995	659	1000	1000	1000	1000	1000	12	1000	51	1000	0
160	320	1	0.5	s2or	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
320	320	1	0.5	raw	1000	1000	1000	1000	1000	1	1	7	7	60	70	66	633	734	7	7	309	373	335	1000	1000	1000	1000	1000	1	1000	80	1000	0
320	320	1	0.5	sig1	1000	1000	1000	1000	1000	1	1	7	7	60	70	66	633	734	7	7	309	373	335	1000	1000	1000	1000	1000	1	1000	80	1000	0
320	320	1	0.5	bsln	1000	1000	1000	1000	1000	1	1	7	7	60	70	66	633	734	7	7	309	373	335	1000	1000	1000	1000	1000	1	1000	80	1000	0
320	320	1	0.5	sig2	1000	1000	1000	1000	1000	1	1	7	7	60	70	66	633	734	7	7	309	373	335	1000	1000	1000	1000	1000	1	1000	80	1000	0
320	320	1	0.5	big2	1000	1000	1000	1000	1000	1	1	7	7	60	70	66	633	734	7	7	309	373	335	1000	1000	1000	1000	1000	1	1000	80	1000	0
320	320	1	0.5	s2or	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
20	20	0	0.8	raw	1000	48	673	358	488	366	349	643	566	891	838	858	1000	998	593	563	996	978	989	488	488	488	488	306	488	471	488	34	454
20	20	0	0.8	sig1	48	48	32	20	22	22	21	22	23	29	30	29	48	48	22	22	45	43	45	22	22	22	22	22	22	22	22	11	11
20	20	0	0.8	bsln	22	22	15	20	22	22	21	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	11	11
20	20	0	0.8	sig2	15	15	15	15	15	15	14	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	4	11
20	20	0	0.8	big2	22	22	15	20	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	11
20	20	0	0.8	s2or	22	22	15	20	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	15
40	20	0	0.8	raw	1000	46	673	229	485	356	180	877	255	965	641	769	1000	947	494	462	1000	812	966	273	485	477	485	191	485	312	485	16	469
40	20	0	0.8	sig1	46	46	28	22	22	20	17	35	18	42	25	29	46	42	21	21	46	34	43	22	22	22	22	18	22	20	22	3	19
40	20	0	0.8	bsln	22	22	14	21	22	20	17	22	18	22	21	21	22	21	21	20	22	21	22	22	22	22	22	18	22	20	22	3	19
40	20	0	0.8	sig2	14	14	14	14	14	12	9	14	10	14	13	13	14	13	13	12	14	13	14	14	14	14	14	10	14	12	14	1	13
40	20	0	0.8	big2	22	22	20	21	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	19
40	20	0	0.8	s2or	22	22	14	21	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	16	20
80	20	0	0.8	raw	1000	33	673	141	491	323	73	998	94	1000	493	674	1000	832	413	382	1000	596	960	52	491	230	491	103	491	154	491	9	482
80	20	0	0.8	sig1	33	33	23	14	14	15	6	31	6	33	16	17	33	21	16	15	33	16	27	14	14	14	14	7	14	11	14	5	9
80	20	0	0.8	bsln	14	14	8	14	14	12	6	14	6	14	13	13	14	14	13	12	14	13	14	14	14	14	14	7	14	11	14	5	9
80	20	0	0.8	sig2	8	8	8	8	8	6	1	8	1	8	7	7	8	8	7	6	8	7	8	8	8	8	8	1	8	5	8	0	8
80	20	0	0.8	big2	14	14	9	14	14	14	13	14	13	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	9
80	20	0	0.8	s2or	14	14	8	14	14	14	13	14	13	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	13	9
160	20	0	0.8	raw	1000	58	673	114	484	338	40	1000	45	1000	398	567	1000	658	369	353	1000	452	947	2	484	13	484	66	484	81	484	3	481
160	20	0	0.8	sig1	58	58	32	32	30	25	6	58	6	58	27	35	58	42	26	26	58	31	57	2	30	13	30	13	30	14	30	1	29
160	20	0	0.8	bsln	30	30	15	30	30	23	6	30	6	30	24	26	30	27	23	23	30	25	30	2	30	13	30	13	30	14	30	1	29
160	20	0	0.8	sig2	15	15	15	15	15	8	0	15	0	15	9	11	15	12	8	8	15	10	15	2	15	10	15	0	15	0	15	0	15
160	20	0	0.8	big2	30	30	29	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	29	30	29	30	30	30	30	30	30	29
160	20	0	0.8	s2or	30	30	15	30	30	30	21	30	21	30	30	30	30	30	30	30	30	30	30	15	30	18	30	28	30	29	30	16	29
320	20	0	0.8	raw	1000	57	673	87	510	345	20	1000	22	1000	375	514	1000	551	359	344	1000	399	935	0	510	0	510	33	510	34	510	4	506
320	20	0	0.8	sig1	57	57	39	38	32	22	1	57	1	57	24	32	57	34	23	22	57	25	53	0	32	0	32	4	32	5	32	0	32
320	20	0	0.8	bsln	32	32	22	32	32	19	1	32	1	32	20	24	32	25	19	19	32	20	31	0	32	0	32	4	32	5	32	0	32
320	20	0	0.8	sig2	22	22	22	22	22	9	0	22	0	22	10	14	22	15	9	9	22	10	21	0	22	0	22	0	22	0	22	0	22
320	20	0	0.8	big2	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32
320	20	0	0.8	s2or	32	32	22	32	32	32	23	32	23	32	32	32	32	32	32	32	32	32	32	22	32	22	32	26	32	27	32	22	32
20	40	0	0.8	raw	1000	48	945	797	487	185	285	252	755	630	915	754	976	1000	459	426	836	1000	976	487	486	487	486	262	487	487	487	11	476
20	40	0	0.8	sig1	48	48	46	29	21	20	21	21	22	21	29	22	33	48	21	21	22	48	34	21	21	21	21	21	21	21	21	6	15
20	40	0	0.8	bsln	21	21	20	21	21	20	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	6	15
20	40	0	0.8	sig2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	5	15
20	40	0	0.8	big2	21	21	20	21	21	20	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	15
20	40	0	0.8	s2or	21	21	20	21	21	20	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	20
40	40	0	0.8	raw	1000	46	945	672	484	128	119	309	271	625	584	601	990	982	290	270	952	919	934	484	484	484	484	128	484	384	484	4	480
40	40	0	0.8	sig1	46	46	45	22	21	16	15	21	19	21	21	21	42	41	20	19	32	30	30	21	21	21	21	16	21	21	21	2	19
40	40	0	0.8	bsln	21	21	20	21	21	16	15	21	19	21	21	21	21	21	20	19	21	21	21	21	21	21	21	16	21	21	21	2	19
40	40	0	0.8	sig2	20	20	20	20	20	15	14	20	18	20	20	20	20	20	19	18	20	20	20	20	20	20	20	15	20	20	20	1	19
40	40	0	0.8	big2	21	21	20	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	19
40	40	0	0.8	s2or	21	21	20	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	20
80	40	0	0.8	raw	1000	33	945	459	488	95	34	516	56	762	294	433	1000	803	173	163	1000	497	859	262	488	487	488	45	488	145	488	1	487
80	40	0	0.8	sig1	33	33	30	14	14	9	4	15	5	19	13	15	33	21	11	10	33	16	24	14	14	14	14	5	14	10	14	0	14
80	40	0	0.8	bsln	14	14	13	14	14	9	4	14	5	14	12	14	14	14	11	10	14	14	14	14	14	14	14	5	14	10	14	0	14
80	40	0	0.8	sig2	13	13	13	13	13	8	3	13	4	13	11	13	13	13	10	9	13	13	13	13	13	13	13	4	13	9	13	0	13
80	40	0	0.8	big2	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14
80	40	0	0.8	s2or	14	14	13	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	13	14
160	40	0	0.8	raw	1000	58	945	300	487	70	10	873	12	957	164	308	1000	514	105	99	1000	234	771	93	487	387	487	13	487	28	487	0	487
160	40	0	0.8	sig1	58	58	58	31	31	11	0	42	0	48	15	19	58	26	13	13	58	16	37	31	31	31	31	0	31	2	31	0	31
160	40	0	0.8	bsln	31	31	31	31	31	11	0	31	0	31	15	19	31	23	13	13	31	16	29	31	31	31	31	0	31	2	31	0	31
160	40	0	0.8	sig2	31	31	31	31	31	11	0	31	0	31	15	19	31	23	13	13	31	16	29	31	31	31	31	0	31	2	31	0	31
160	40	0	0.8	big2	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31
160	40	0	0.8	s2or	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31
320	40	0	0.8	raw	1000	57	945	195	511	65	4	1000	5	1000	87	210	1000	298	74	71	1000	116	721	1	511	44	511	8	511	9	511	0	511
320	40	0	0.8	sig1	57	57	53	32	32	5	1	57	2	57	5	17	57	19	5	5	57	9	39	1	32	30	32	2	32	2	32	0	32
320	40	0	0.8	bsln	32	32	30	32	32	5	1	32	2	32	5	15	32	17	5	5	32	8	28	1	32	30	32	2	32	2	32	0	32
320	40	0	0.8	sig2	30	30	30	30	30	3	0	30	0	30	3	13	30	15	3	3	30	6	26	0	30	29	30	0	30	0	30	0	30
320	40	0	0.8	big2	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32
320	40	0	0.8	s2or	32	32	30	32	32	32	31	32	32	32	32	32	32	32	32	32	32	32	32	31	32	31	32	32	32	32	32	30	32
20	80	0	0.8	raw	1000	48	1000	996	488	97	292	111	958	471	983	658	838	1000	394	362	577	1000	958	488	488	488	488	257	488	488	488	14	474
20	80	0	0.8	sig1	48	48	48	48	21	16	21	16	33	21	41	21	21	48	21	21	21	48	32	21	21	21	21	21	21	21	21	10	11
20	80	0	0.8	bsln	21	21	21	21	21	16	21	16	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	10	11
20	80	0	0.8	sig2	21	21	21	21	21	16	21	16	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	10	11
20	80	0	0.8	big2	21	21	21	21	21	17	21	17	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	11
20	80	0	0.8	s2or	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
40	80	0	0.8	raw	1000	46	1000	973	483	49	107	86	428	299	653	440	853	1000	175	163	526	999	867	483	483	483	483	105	483	482	483	1	482
40	80	0	0.8	sig1	46	46	46	40	21	14	16	16	21	21	21	21	23	46	20	20	21	45	23	21	21	21	21	16	21	21	21	1	20
40	80	0	0.8	bsln	21	21	21	21	21	14	16	16	21	21	21	21	21	21	20	20	21	21	21	21	21	21	21	16	21	21	21	1	20
40	80	0	0.8	sig2	21	21	21	21	21	14	16	16	21	21	21	21	21	21	20	20	21	21	21	21	21	21	21	16	21	21	21	1	20
40	80	0	0.8	big2	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	20
40	80	0	0.8	s2or	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
80	80	0	0.8	raw	1000	33	1000	935	489	9	9	61	51	233	207	214	927	856	55	51	698	623	657	489	489	489	489	11	489	212	489	0	489
80	80	0	0.8	sig1	33	33	33	20	14	2	2	8	6	14	14	14	21	20	7	6	15	15	15	14	14	14	14	3	14	14	14	0	14
80	80	0	0.8	bsln	14	14	14	14	14	2	2	8	6	14	14	14	14	14	7	6	14	14	14	14	14	14	14	3	14	14	14	0	14
80	80	0	0.8	sig2	14	14	14	14	14	2	2	8	6	14	14	14	14	14	7	6	14	14	14	14	14	14	14	3	14	14	14	0	14
80	80	0	0.8	big2	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14
80	80	0	0.8	s2or	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14
160	80	0	0.8	raw	1000	58	1000	788	488	4	0	120	0	277	43	94	997	365	17	16	991	125	441	294	488	488	488	0	488	16	488	0	488
160	80	0	0.8	sig1	58	58	58	32	31	0	0	14	0	25	8	13	57	30	5	5	55	14	32	31	31	31	31	0	31	5	31	0	31
160	80	0	0.8	bsln	31	31	31	31	31	0	0	14	0	24	8	13	31	26	5	5	31	14	27	31	31	31	31	0	31	5	31	0	31
160	80	0	0.8	sig2	31	31	31	31	31	0	0	14	0	24	8	13	31	26	5	5	31	14	27	31	31	31	31	0	31	5	31	0	31
160	80	0	0.8	big2	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31
160	80	0	0.8	s2or	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31
320	80	0	0.8	raw	1000	57	1000	541	512	0	0	379	0	578	5	31	1000	100	3	2	1000	16	305	85	512	501	512	0	512	0	512	0	512
320	80	0	0.8	sig1	57	57	57	32	32	0	0	26	0	32	0	2	57	9	0	0	57	2	23	32	32	32	32	0	32	0	32	0	32
320	80	0	0.8	bsln	32	32	32	32	32	0	0	25	0	30	0	2	32	8	0	0	32	2	22	32	32	32	32	0	32	0	32	0	32
320	80	0	0.8	sig2	32	32	32	32	32	0	0	25	0	30	0	2	32	8	0	0	32	2	22	32	32	32	32	0	32	0	32	0	32
320	80	0	0.8	big2	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32
320	80	0	0.8	s2or	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32
20	160	0	0.8	raw	1000	48	1000	1000	488	43	312	46	1000	383	1000	554	653	1000	366	343	437	1000	942	488	488	488	488	260	487	488	488	11	477
20	160	0	0.8	sig1	48	48	48	48	21	17	21	17	48	21	48	21	21	48	21	21	21	48	24	21	21	21	21	21	20	21	21	9	12
20	160	0	0.8	bsln	21	21	21	21	21	17	21	17	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	20	21	21	9	12
20	160	0	0.8	sig2	21	21	21	21	21	17	21	17	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	20	21	21	9	12
20	160	0	0.8	big2	21	21	21	21	21	18	21	18	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	20	21	21	21	12
20	160	0	0.8	s2or	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
40	160	0	0.8	raw	1000	46	1000	1000	483	14	70	17	764	159	879	296	525	1000	116	101	230	1000	802	483	483	483	483	60	483	483	483	1	482
40	160	0	0.8	sig1	46	46	46	46	21	10	18	12	21	21	23	21	21	46	19	19	21	46	21	21	21	21	21	18	21	21	21	1	20
40	160	0	0.8	bsln	21	21	21	21	21	10	18	12	21	21	21	21	21	21	19	19	21	21	21	21	21	21	21	18	21	21	21	1	20
40	160	0	0.8	sig2	21	21	21	21	21	10	18	12	21	21	21	21	21	21	19	19	21	21	21	21	21	21	21	18	21	21	21	1	20
40	160	0	0.8	big2	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	20
40	160	0	0.8	s2or	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
80	160	0	0.8	raw	1000	33	1000	1000	489	0	2	1	78	32	226	83	427	980	8	6	125	961	460	489	489	489	489	2	489	460	489	0	489
80	160	0	0.8	sig1	33	33	33	33	14	0	1	0	8	7	14	8	14	24	2	2	11	23	14	14	14	14	14	1	14	14	14	0	14
80	160	0	0.8	bsln	14	14	14	14	14	0	1	0	8	7	14	8	14	14	2	2	11	14	14	14	14	14	14	1	14	14	14	0	14
80	160	0	0.8	sig2	14	14	14	14	14	0	1	0	8	7	14	8	14	14	2	2	11	14	14	14	14	14	14	1	14	14	14	0	14
80	160	0	0.8	big2	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14
80	160	0	0.8	s2or	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14
160	160	0	0.8	raw	1000	58	1000	999	488	0	0	2	2	15	14	15	468	377	2	2	175	146	162	488	488	488	488	0	488	18	488	0	488
160	160	0	0.8	sig1	58	58	58	57	31	0	0	1	1	5	5	5	31	28	1	1	27	27	27	31	31	31	31	0	31	6	31	0	31
160	160	0	0.8	bsln	31	31	31	31	31	0	0	1	1	5	5	5	30	27	1	1	27	27	27	31	31	31	31	0	31	6	31	0	31
160	160	0	0.8	sig2	31	31	31	31	31	0	0	1	1	5	5	5	30	27	1	1	27	27	27	31	31	31	31	0	31	6	31	0	31
160	160	0	0.8	big2	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31
160	160	0	0.8	s2or	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31
320	160	0	0.8	raw	1000	57	1000	971	512	0	0	3	0	14	1	2	794	24	0	0	684	4	39	316	512	512	512	0	512	0	512	0	512
320	160	0	0.8	sig1	57	57	57	44	32	0	0	1	0	4	0	1	36	5	0	0	35	1	8	32	32	32	32	0	32	0	32	0	32
320	160	0	0.8	bsln	32	32	32	32	32	0	0	1	0	4	0	1	32	5	0	0	32	1	8	32	32	32	32	0	32	0	32	0	32
320	160	0	0.8	sig2	32	32	32	32	32	0	0	1	0	4	0	1	32	5	0	0	32	1	8	32	32	32	32	0	32	0	32	0	32
320	160	0	0.8	big2	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32
320	160	0	0.8	s2or	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32
20	320	0	0.8	raw	1000	48	1000	1000	488	23	291	23	1000	325	1000	478	524	1000	326	306	344	1000	927	488	488	488	488	237	488	488	488	7	481
20	320	0	0.8	sig1	48	48	48	48	21	16	21	16	48	21	48	21	21	48	21	21	21	48	21	21	21	21	21	21	21	21	21	6	15
20	320	0	0.8	bsln	21	21	21	21	21	16	21	16	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	6	15
20	320	0	0.8	sig2	21	21	21	21	21	16	21	16	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	6	15
20	320	0	0.8	big2	21	21	21	21	21	19	21	19	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	15
20	320	0	0.8	s2or	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
40	320	0	0.8	raw	1000	46	1000	1000	483	1	67	2	986	97	995	201	288	1000	89	81	130	1000	742	483	483	483	483	54	483	483	483	0	483
40	320	0	0.8	sig1	46	46	46	46	21	1	19	2	36	19	42	21	21	46	19	19	21	46	21	21	21	21	21	19	21	21	21	0	21
40	320	0	0.8	bsln	21	21	21	21	21	1	19	2	21	19	21	21	21	21	19	19	21	21	21	21	21	21	21	19	21	21	21	0	21
40	320	0	0.8	sig2	21	21	21	21	21	1	19	2	21	19	21	21	21	21	19	19	21	21	21	21	21	21	21	19	21	21	21	0	21
40	320	0	0.8	big2	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
40	320	0	0.8	s2or	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
80	320	0	0.8	raw	1000	33	1000	1000	489	0	2	0	237	8	412	22	77	1000	4	4	11	1000	279	489	489	489	489	0	489	489	489	0	489
80	320	0	0.8	sig1	33	33	33	33	14	0	2	0	14	6	14	11	13	33	4	4	8	33	14	14	14	14	14	0	14	14	14	0	14
80	320	0	0.8	bsln	14	14	14	14	14	0	2	0	14	6	14	11	13	14	4	4	8	14	14	14	14	14	14	0	14	14	14	0	14
80	320	0	0.8	sig2	14	14	14	14	14	0	2	0	14	6	14	11	13	14	4	4	8	14	14	14	14	14	14	0	14	14	14	0	14
80	320	0	0.8	big2	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14
80	320	0	0.8	s2or	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14
160	320	0	0.8	raw	1000	58	1000	1000	488	0	0	0	0	0	10	0	32	577	0	0	5	483	38	488	488	488	488	0	488	139	488	0	488
160	320	0	0.8	sig1	58	58	58	58	31	0	0	0	0	0	3	0	10	31	0	0	2	31	13	31	31	31	31	0	31	28	31	0	31
160	320	0	0.8	bsln	31	31	31	31	31	0	0	0	0	0	3	0	10	31	0	0	2	31	13	31	31	31	31	0	31	28	31	0	31
160	320	0	0.8	sig2	31	31	31	31	31	0	0	0	0	0	3	0	10	31	0	0	2	31	13	31	31	31	31	0	31	28	31	0	31
160	320	0	0.8	big2	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31
160	320	0	0.8	s2or	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31
320	320	0	0.8	raw	1000	57	1000	1000	512	0	0	0	0	0	0	0	15	8	0	0	1	1	1	512	512	512	512	0	512	0	512	0	512
320	320	0	0.8	sig1	57	57	57	57	32	0	0	0	0	0	0	0	6	2	0	0	1	1	1	32	32	32	32	0	32	0	32	0	32
320	320	0	0.8	bsln	32	32	32	32	32	0	0	0	0	0	0	0	6	2	0	0	1	1	1	32	32	32	32	0	32	0	32	0	32
320	320	0	0.8	sig2	32	32	32	32	32	0	0	0	0	0	0	0	6	2	0	0	1	1	1	32	32	32	32	0	32	0	32	0	32
320	320	0	0.8	big2	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32
320	320	0	0.8	s2or	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32
20	20	0.2	0.8	raw	1000	95	673	542	730	537	503	810	722	950	917	933	1000	1000	757	719	999	996	998	730	730	730	730	500	728	709	730	98	632
20	20	0.2	0.8	sig1	95	95	57	86	88	83	83	90	91	92	92	92	95	95	90	91	94	94	94	88	88	88	88	87	86	88	88	49	39
20	20	0.2	0.8	bsln	88	88	55	86	88	83	83	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	87	86	88	88	49	39
20	20	0.2	0.8	sig2	55	55	55	55	55	54	52	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	54	55	55	55	16	39
20	20	0.2	0.8	big2	88	88	55	86	88	84	86	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	86	88	88	88	39
20	20	0.2	0.8	s2or	88	88	55	86	88	84	86	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	86	88	88	88	55
40	20	0.2	0.8	raw	1000	148	673	538	820	551	343	963	445	992	806	895	1000	984	691	662	1000	910	992	637	820	813	820	407	820	593	820	54	766
40	20	0.2	0.8	sig1	148	148	106	142	142	127	96	144	110	145	140	141	148	146	138	134	148	142	147	142	142	142	142	110	142	132	142	34	108
40	20	0.2	0.8	bsln	142	142	102	141	142	127	96	142	110	142	139	139	142	142	137	133	142	140	142	142	142	142	142	110	142	132	142	34	108
40	20	0.2	0.8	sig2	102	102	102	102	102	87	57	102	70	102	99	99	102	102	97	93	102	100	102	102	102	102	102	70	102	92	102	3	99
40	20	0.2	0.8	big2	142	142	111	141	142	142	141	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	108
40	20	0.2	0.8	s2or	142	142	102	141	142	142	141	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	133	111
80	20	0.2	0.8	raw	1000	237	673	556	887	543	199	1000	235	1000	702	854	1000	930	640	594	1000	788	984	420	887	679	887	287	887	378	887	39	848
80	20	0.2	0.8	sig1	237	237	166	236	236	171	92	237	99	237	199	227	237	233	190	178	237	218	237	236	236	236	236	115	236	137	236	27	209
