n1	n2	d1	d2	type	m	sig1	sig2	sigm	sdir	d1.c2	d2.c1	d1.cm	d2.cm	dm.c1	dm.c2	c1.c2	c1.cm	c2.cm	d1.p2	d2.p1	dm.p1	dm.p2	p1.p2	d1.scp2	d2.scp1	dm.scp2	dm.scp1	d1.scpd2	d2.scpd1	dm.scpd2	dm.scpd1	big1	big2
320	320	0.8	0.5	raw	100	100	100	100	100	10	10	26	29	62	62	62	97	98	28	29	87	91	89	100	100	100	100	100	12	100	64	100	0
320	320	0.8	0.5	sig1	100	100	100	100	100	10	10	26	29	62	62	62	97	98	28	29	87	91	89	100	100	100	100	100	12	100	64	100	0
320	320	0.8	0.5	bsln	100	100	100	100	100	10	10	26	29	62	62	62	97	98	28	29	87	91	89	100	100	100	100	100	12	100	64	100	0
320	320	0.8	0.5	sig2	100	100	100	100	100	10	10	26	29	62	62	62	97	98	28	29	87	91	89	100	100	100	100	100	12	100	64	100	0
320	320	0.8	0.5	big2	100	100	100	100	100	10	10	26	29	62	62	62	97	98	28	29	87	91	89	100	100	100	100	100	12	100	64	100	0
320	320	0.8	0.5	s2or	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
20	20	1	0.5	raw	100	91	34	85	93	56	60	78	87	91	95	93	100	100	79	82	99	100	100	93	93	93	93	93	59	93	85	81	12
20	20	1	0.5	sig1	91	91	32	81	85	47	51	69	78	82	86	84	91	91	70	73	90	91	91	85	85	85	85	85	51	85	77	78	7
20	20	1	0.5	bsln	85	85	32	81	85	47	51	66	75	77	81	79	85	85	67	70	84	85	85	85	85	85	85	85	51	85	77	78	7
20	20	1	0.5	sig2	32	32	32	32	32	27	28	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	28	32	32	25	7
20	20	1	0.5	big2	85	85	32	81	85	47	51	66	75	77	81	79	85	85	67	70	84	85	85	85	85	85	85	85	51	85	77	85	7
20	20	1	0.5	s2or	85	85	32	81	85	52	55	66	75	77	81	79	85	85	67	70	84	85	85	85	85	85	85	85	55	85	77	85	32
40	20	1	0.5	raw	100	100	34	100	93	59	42	91	54	98	87	93	100	100	71	75	100	98	100	93	93	93	93	93	60	93	93	87	6
40	20	1	0.5	sig1	100	100	34	100	93	59	42	91	54	98	87	93	100	100	71	75	100	98	100	93	93	93	93	93	60	93	93	87	6
40	20	1	0.5	bsln	93	93	34	93	93	59	42	87	54	92	84	88	93	93	71	75	93	92	93	93	93	93	93	93	60	93	93	87	6
40	20	1	0.5	sig2	34	34	34	34	34	31	28	34	30	34	34	34	34	34	33	34	34	34	34	34	34	34	34	34	31	34	34	28	6
40	20	1	0.5	big2	93	93	34	93	93	59	42	87	54	92	84	88	93	93	71	75	93	92	93	93	93	93	93	93	60	93	93	93	6
40	20	1	0.5	s2or	93	93	34	93	93	62	48	87	58	92	84	88	93	93	72	75	93	92	93	93	93	93	93	93	63	93	93	93	34
80	20	1	0.5	raw	100	100	34	100	93	61	32	99	33	99	80	85	100	97	65	72	100	84	99	93	93	93	93	93	57	93	93	91	2
80	20	1	0.5	sig1	100	100	34	100	93	61	32	99	33	99	80	85	100	97	65	72	100	84	99	93	93	93	93	93	57	93	93	91	2
80	20	1	0.5	bsln	93	93	34	93	93	61	32	93	33	93	80	84	93	93	65	72	93	83	93	93	93	93	93	93	57	93	93	91	2
80	20	1	0.5	sig2	34	34	34	34	34	34	28	34	29	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	32	2
80	20	1	0.5	big2	93	93	34	93	93	61	32	93	33	93	80	84	93	93	65	72	93	83	93	93	93	93	93	93	57	93	93	93	2
80	20	1	0.5	s2or	93	93	34	93	93	61	38	93	38	93	80	84	93	93	65	72	93	83	93	93	93	93	93	93	57	93	93	93	34
160	20	1	0.5	raw	100	100	34	100	93	68	21	100	23	100	72	82	100	90	69	71	100	73	100	93	93	93	93	93	65	93	93	86	7
160	20	1	0.5	sig1	100	100	34	100	93	68	21	100	23	100	72	82	100	90	69	71	100	73	100	93	93	93	93	93	65	93	93	86	7
160	20	1	0.5	bsln	93	93	34	93	93	68	21	93	23	93	72	82	93	89	69	71	93	73	93	93	93	93	93	93	65	93	93	86	7
160	20	1	0.5	sig2	34	34	34	34	34	34	19	34	21	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	27	7
160	20	1	0.5	big2	93	93	34	93	93	68	22	93	24	93	72	82	93	89	69	71	93	73	93	93	93	93	93	93	65	93	93	93	7
160	20	1	0.5	s2or	93	93	34	93	93	68	36	93	36	93	72	82	93	89	69	71	93	73	93	93	93	93	93	93	65	93	93	93	34
320	20	1	0.5	raw	100	100	34	100	93	62	13	100	13	100	65	75	100	82	63	66	100	67	99	93	93	93	93	93	60	93	93	86	7
320	20	1	0.5	sig1	100	100	34	100	93	62	13	100	13	100	65	75	100	82	63	66	100	67	99	93	93	93	93	93	60	93	93	86	7
320	20	1	0.5	bsln	93	93	34	93	93	62	13	93	13	93	65	75	93	82	63	66	93	67	93	93	93	93	93	93	60	93	93	86	7
320	20	1	0.5	sig2	34	34	34	34	34	34	13	34	13	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	27	7
320	20	1	0.5	big2	93	93	34	93	93	62	14	93	14	93	65	75	93	82	63	66	93	67	93	93	93	93	93	93	60	93	93	93	7
320	20	1	0.5	s2or	93	93	34	93	93	62	34	93	34	93	65	75	93	82	63	66	93	67	93	93	93	93	93	93	60	93	93	93	34
20	40	1	0.5	raw	100	91	56	92	99	37	66	52	98	86	100	93	100	100	73	79	93	100	100	99	94	99	99	99	48	99	73	94	5
20	40	1	0.5	sig1	91	91	52	86	90	29	57	43	89	77	91	84	91	91	64	70	84	91	91	90	86	90	90	90	40	90	64	90	0
20	40	1	0.5	bsln	90	90	52	86	90	29	57	43	89	77	90	84	90	90	64	70	84	90	90	90	86	90	90	90	40	90	64	90	0
20	40	1	0.5	sig2	52	52	52	52	52	22	35	30	52	49	52	51	52	52	39	44	51	52	52	52	52	52	52	52	30	52	39	52	0
20	40	1	0.5	big2	90	90	52	86	90	29	57	43	89	77	90	84	90	90	64	70	84	90	90	90	86	90	90	90	40	90	64	90	0
20	40	1	0.5	s2or	90	90	52	86	90	59	74	65	89	80	90	85	90	90	77	78	85	90	90	90	86	90	90	90	62	90	77	90	52
40	40	1	0.5	raw	100	100	56	100	99	39	42	66	73	91	93	91	99	100	68	70	99	99	99	99	99	99	99	99	42	99	90	95	4
40	40	1	0.5	sig1	100	100	56	100	99	39	42	66	73	91	93	91	99	100	68	70	99	99	99	99	99	99	99	99	42	99	90	95	4
40	40	1	0.5	bsln	99	99	56	99	99	39	42	66	73	90	92	90	98	99	68	70	98	98	98	99	99	99	99	99	42	99	90	95	4
40	40	1	0.5	sig2	56	56	56	56	56	33	34	45	48	55	56	55	56	56	45	46	56	56	56	56	56	56	56	56	34	56	55	52	4
40	40	1	0.5	big2	99	99	56	99	99	39	42	66	73	90	92	90	98	99	68	70	98	98	98	99	99	99	99	99	42	99	90	99	4
40	40	1	0.5	s2or	99	99	56	99	99	62	64	77	81	91	92	91	98	99	79	80	98	98	98	99	99	99	99	99	64	99	91	99	56
80	40	1	0.5	raw	100	100	56	100	99	41	27	74	34	90	70	77	100	98	52	54	100	85	98	99	99	99	99	99	41	99	99	96	3
80	40	1	0.5	sig1	100	100	56	100	99	41	27	74	34	90	70	77	100	98	52	54	100	85	98	99	99	99	99	99	41	99	99	96	3
80	40	1	0.5	bsln	99	99	56	99	99	41	27	74	34	90	70	77	99	97	52	54	99	85	97	99	99	99	99	99	41	99	99	96	3
80	40	1	0.5	sig2	56	56	56	56	56	39	26	52	33	56	52	52	56	56	47	47	56	55	56	56	56	56	56	56	39	56	56	53	3
80	40	1	0.5	big2	99	99	56	99	99	41	27	74	34	90	70	77	99	97	52	54	99	85	97	99	99	99	99	99	41	99	99	99	3
80	40	1	0.5	s2or	99	99	56	99	99	58	57	78	57	90	74	81	99	97	61	63	99	86	97	99	99	99	99	99	58	99	99	99	56
160	40	1	0.5	raw	100	100	56	100	99	41	17	97	18	98	59	78	100	92	50	55	100	69	97	99	99	99	99	99	40	99	99	98	1
160	40	1	0.5	sig1	100	100	56	100	99	41	17	97	18	98	59	78	100	92	50	55	100	69	97	99	99	99	99	99	40	99	99	98	1
160	40	1	0.5	bsln	99	99	56	99	99	41	17	97	18	98	59	78	99	92	50	55	99	69	97	99	99	99	99	99	40	99	99	98	1
160	40	1	0.5	sig2	56	56	56	56	56	38	16	56	17	56	50	55	56	56	45	49	56	53	56	56	56	56	56	56	37	56	56	55	1
160	40	1	0.5	big2	99	99	56	99	99	41	17	97	18	98	59	78	99	92	50	55	99	69	97	99	99	99	99	99	40	99	99	99	1
160	40	1	0.5	s2or	99	99	56	99	99	59	57	97	57	98	65	79	99	92	61	62	99	72	97	99	99	99	99	99	59	99	99	99	56
320	40	1	0.5	raw	100	100	56	100	99	36	5	100	7	100	46	64	100	76	42	45	100	51	98	99	99	99	99	99	33	99	99	96	3
320	40	1	0.5	sig1	100	100	56	100	99	36	5	100	7	100	46	64	100	76	42	45	100	51	98	99	99	99	99	99	33	99	99	96	3
320	40	1	0.5	bsln	99	99	56	99	99	36	5	99	7	99	46	64	99	76	42	45	99	51	98	99	99	99	99	99	33	99	99	96	3
320	40	1	0.5	sig2	56	56	56	56	56	35	5	56	7	56	44	54	56	55	40	43	56	49	56	56	56	56	56	56	33	56	56	53	3
320	40	1	0.5	big2	99	99	56	99	99	36	7	99	7	99	46	64	99	76	42	45	99	51	98	99	99	99	99	99	33	99	99	99	3
320	40	1	0.5	s2or	99	99	56	99	99	57	56	99	56	99	58	66	99	77	58	58	99	58	98	99	99	99	99	99	56	99	99	99	56
20	80	1	0.5	raw	100	91	91	98	100	29	72	34	100	83	100	88	94	100	76	79	86	100	100	100	95	100	99	100	41	100	50	94	6
20	80	1	0.5	sig1	91	91	83	90	91	22	63	27	91	74	91	79	85	91	67	70	77	91	91	91	87	91	90	91	32	91	41	91	0
20	80	1	0.5	bsln	91	91	83	90	91	22	63	27	91	74	91	79	85	91	67	70	77	91	91	91	87	91	90	91	32	91	41	91	0
20	80	1	0.5	sig2	83	83	83	83	83	22	62	27	83	70	83	74	79	83	64	66	73	83	83	83	83	83	83	83	32	83	40	83	0
20	80	1	0.5	big2	91	91	83	90	91	22	63	27	91	74	91	79	85	91	67	70	77	91	91	91	87	91	90	91	32	91	41	91	0
20	80	1	0.5	s2or	91	91	83	90	91	83	84	83	91	87	91	88	89	91	86	87	87	91	91	91	87	91	90	91	83	91	84	91	83
40	80	1	0.5	raw	100	100	91	100	100	28	48	39	90	75	98	84	98	100	58	62	87	100	98	100	99	100	100	100	37	100	58	96	4
40	80	1	0.5	sig1	100	100	91	100	100	28	48	39	90	75	98	84	98	100	58	62	87	100	98	100	99	100	100	100	37	100	58	96	4
40	80	1	0.5	bsln	100	100	91	100	100	28	48	39	90	75	98	84	98	100	58	62	87	100	98	100	99	100	100	100	37	100	58	96	4
40	80	1	0.5	sig2	91	91	91	91	91	28	48	39	86	72	90	80	90	91	57	61	83	91	90	91	91	91	91	91	37	91	57	87	4
40	80	1	0.5	big2	100	100	91	100	100	28	48	39	90	75	98	84	98	100	58	62	87	100	98	100	99	100	100	100	37	100	58	100	4
40	80	1	0.5	s2or	100	100	91	100	100	91	91	91	95	94	99	95	99	100	92	92	95	100	99	100	99	100	100	100	91	100	92	100	91
80	80	1	0.5	raw	100	100	91	100	100	20	20	40	50	69	76	72	99	100	41	47	95	98	96	100	100	100	100	100	22	100	73	99	1
80	80	1	0.5	sig1	100	100	91	100	100	20	20	40	50	69	76	72	99	100	41	47	95	98	96	100	100	100	100	100	22	100	73	99	1
80	80	1	0.5	bsln	100	100	91	100	100	20	20	40	50	69	76	72	99	100	41	47	95	98	96	100	100	100	100	100	22	100	73	99	1
80	80	1	0.5	sig2	91	91	91	91	91	20	20	40	48	66	72	68	90	91	41	46	87	90	88	91	91	91	91	91	22	91	69	90	1
80	80	1	0.5	big2	100	100	91	100	100	20	20	40	50	69	76	72	99	100	41	47	95	98	96	100	100	100	100	100	22	100	73	100	1
80	80	1	0.5	s2or	100	100	91	100	100	91	91	91	93	94	95	95	100	100	91	92	99	99	99	100	100	100	100	100	91	100	95	100	91
160	80	1	0.5	raw	100	100	91	100	100	25	14	67	18	84	59	69	100	96	36	40	100	75	97	100	100	100	100	100	25	100	98	98	2
160	80	1	0.5	sig1	100	100	91	100	100	25	14	67	18	84	59	69	100	96	36	40	100	75	97	100	100	100	100	100	25	100	98	98	2
160	80	1	0.5	bsln	100	100	91	100	100	25	14	67	18	84	59	69	100	96	36	40	100	75	97	100	100	100	100	100	25	100	98	98	2
160	80	1	0.5	sig2	91	91	91	91	91	25	14	67	18	81	59	69	91	91	36	40	91	75	91	91	91	91	91	91	25	91	91	89	2
160	80	1	0.5	big2	100	100	91	100	100	25	14	67	18	84	59	69	100	96	36	40	100	75	97	100	100	100	100	100	25	100	98	100	2
160	80	1	0.5	s2or	100	100	91	100	100	91	91	91	91	94	91	91	100	96	91	91	100	91	97	100	100	100	100	100	91	100	98	100	91
320	80	1	0.5	raw	100	100	91	100	100	15	5	85	8	94	30	54	100	74	22	23	100	42	93	100	100	100	100	100	14	100	100	99	1
320	80	1	0.5	sig1	100	100	91	100	100	15	5	85	8	94	30	54	100	74	22	23	100	42	93	100	100	100	100	100	14	100	100	99	1
320	80	1	0.5	bsln	100	100	91	100	100	15	5	85	8	94	30	54	100	74	22	23	100	42	93	100	100	100	100	100	14	100	100	99	1
320	80	1	0.5	sig2	91	91	91	91	91	15	5	84	8	91	30	54	91	74	22	23	91	42	91	91	91	91	91	91	14	91	91	90	1
320	80	1	0.5	big2	100	100	91	100	100	15	5	85	8	94	30	54	100	74	22	23	100	42	93	100	100	100	100	100	14	100	100	100	1
320	80	1	0.5	s2or	100	100	91	100	100	91	91	92	91	94	91	91	100	91	91	91	100	91	93	100	100	100	100	100	91	100	100	100	91
20	160	1	0.5	raw	100	91	100	100	100	20	66	22	100	71	100	83	88	100	66	70	77	100	99	100	94	100	100	100	30	100	35	95	5
20	160	1	0.5	sig1	91	91	91	91	91	13	57	15	91	62	91	74	79	91	57	61	68	91	90	91	85	91	91	91	21	91	26	90	1
20	160	1	0.5	bsln	91	91	91	91	91	13	57	15	91	62	91	74	79	91	57	61	68	91	90	91	85	91	91	91	21	91	26	90	1
20	160	1	0.5	sig2	91	91	91	91	91	13	57	15	91	62	91	74	79	91	57	61	68	91	90	91	85	91	91	91	21	91	26	90	1
20	160	1	0.5	big2	91	91	91	91	91	13	57	15	91	62	91	74	79	91	57	61	68	91	90	91	85	91	91	91	21	91	26	91	1
20	160	1	0.5	s2or	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91
40	160	1	0.5	raw	100	100	100	100	100	15	48	18	100	68	100	78	86	100	51	55	73	100	98	100	100	100	100	100	19	100	31	97	3
40	160	1	0.5	sig1	100	100	100	100	100	15	48	18	100	68	100	78	86	100	51	55	73	100	98	100	100	100	100	100	19	100	31	97	3
40	160	1	0.5	bsln	100	100	100	100	100	15	48	18	100	68	100	78	86	100	51	55	73	100	98	100	100	100	100	100	19	100	31	97	3
40	160	1	0.5	sig2	100	100	100	100	100	15	48	18	100	68	100	78	86	100	51	55	73	100	98	100	100	100	100	100	19	100	31	97	3
40	160	1	0.5	big2	100	100	100	100	100	15	48	18	100	68	100	78	86	100	51	55	73	100	98	100	100	100	100	100	19	100	31	100	3
40	160	1	0.5	s2or	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
80	160	1	0.5	raw	100	100	100	100	100	8	20	14	68	45	85	61	86	100	28	32	64	100	93	100	100	100	100	100	13	100	28	99	1
80	160	1	0.5	sig1	100	100	100	100	100	8	20	14	68	45	85	61	86	100	28	32	64	100	93	100	100	100	100	100	13	100	28	99	1
80	160	1	0.5	bsln	100	100	100	100	100	8	20	14	68	45	85	61	86	100	28	32	64	100	93	100	100	100	100	100	13	100	28	99	1
80	160	1	0.5	sig2	100	100	100	100	100	8	20	14	68	45	85	61	86	100	28	32	64	100	93	100	100	100	100	100	13	100	28	99	1
80	160	1	0.5	big2	100	100	100	100	100	8	20	14	68	45	85	61	86	100	28	32	64	100	93	100	100	100	100	100	13	100	28	100	1
80	160	1	0.5	s2or	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
160	160	1	0.5	raw	100	100	100	100	100	10	10	19	28	48	52	49	95	98	20	26	82	84	83	100	100	100	100	100	11	100	52	99	1
160	160	1	0.5	sig1	100	100	100	100	100	10	10	19	28	48	52	49	95	98	20	26	82	84	83	100	100	100	100	100	11	100	52	99	1
160	160	1	0.5	bsln	100	100	100	100	100	10	10	19	28	48	52	49	95	98	20	26	82	84	83	100	100	100	100	100	11	100	52	99	1
160	160	1	0.5	sig2	100	100	100	100	100	10	10	19	28	48	52	49	95	98	20	26	82	84	83	100	100	100	100	100	11	100	52	99	1
160	160	1	0.5	big2	100	100	100	100	100	10	10	19	28	48	52	49	95	98	20	26	82	84	83	100	100	100	100	100	11	100	52	100	1
160	160	1	0.5	s2or	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
320	160	1	0.5	raw	100	100	100	100	100	4	1	23	3	46	14	26	100	65	6	6	99	36	67	100	100	100	100	100	4	100	87	100	0
320	160	1	0.5	sig1	100	100	100	100	100	4	1	23	3	46	14	26	100	65	6	6	99	36	67	100	100	100	100	100	4	100	87	100	0
320	160	1	0.5	bsln	100	100	100	100	100	4	1	23	3	46	14	26	100	65	6	6	99	36	67	100	100	100	100	100	4	100	87	100	0
320	160	1	0.5	sig2	100	100	100	100	100	4	1	23	3	46	14	26	100	65	6	6	99	36	67	100	100	100	100	100	4	100	87	100	0
320	160	1	0.5	big2	100	100	100	100	100	4	1	23	3	46	14	26	100	65	6	6	99	36	67	100	100	100	100	100	4	100	87	100	0
320	160	1	0.5	s2or	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
20	320	1	0.5	raw	100	91	100	100	100	10	68	10	100	70	100	81	83	100	66	69	72	100	99	100	96	100	98	100	20	100	22	96	4
20	320	1	0.5	sig1	91	91	91	91	91	3	59	3	91	61	91	72	74	91	57	60	63	91	90	91	87	91	89	91	11	91	13	91	0
20	320	1	0.5	bsln	91	91	91	91	91	3	59	3	91	61	91	72	74	91	57	60	63	91	90	91	87	91	89	91	11	91	13	91	0
20	320	1	0.5	sig2	91	91	91	91	91	3	59	3	91	61	91	72	74	91	57	60	63	91	90	91	87	91	89	91	11	91	13	91	0
20	320	1	0.5	big2	91	91	91	91	91	3	59	3	91	61	91	72	74	91	57	60	63	91	90	91	87	91	89	91	11	91	13	91	0
20	320	1	0.5	s2or	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91
40	320	1	0.5	raw	100	100	100	100	100	6	44	6	100	55	100	69	75	100	44	50	60	100	94	100	100	100	100	100	10	100	14	98	2
40	320	1	0.5	sig1	100	100	100	100	100	6	44	6	100	55	100	69	75	100	44	50	60	100	94	100	100	100	100	100	10	100	14	98	2
40	320	1	0.5	bsln	100	100	100	100	100	6	44	6	100	55	100	69	75	100	44	50	60	100	94	100	100	100	100	100	10	100	14	98	2
40	320	1	0.5	sig2	100	100	100	100	100	6	44	6	100	55	100	69	75	100	44	50	60	100	94	100	100	100	100	100	10	100	14	98	2
40	320	1	0.5	big2	100	100	100	100	100	6	44	6	100	55	100	69	75	100	44	50	60	100	94	100	100	100	100	100	10	100	14	100	2
40	320	1	0.5	s2or	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
80	320	1	0.5	raw	100	100	100	100	100	1	14	1	94	22	99	40	65	100	15	17	34	100	86	100	100	100	100	100	2	100	5	100	0
80	320	1	0.5	sig1	100	100	100	100	100	1	14	1	94	22	99	40	65	100	15	17	34	100	86	100	100	100	100	100	2	100	5	100	0
80	320	1	0.5	bsln	100	100	100	100	100	1	14	1	94	22	99	40	65	100	15	17	34	100	86	100	100	100	100	100	2	100	5	100	0
80	320	1	0.5	sig2	100	100	100	100	100	1	14	1	94	22	99	40	65	100	15	17	34	100	86	100	100	100	100	100	2	100	5	100	0
80	320	1	0.5	big2	100	100	100	100	100	1	14	1	94	22	99	40	65	100	15	17	34	100	86	100	100	100	100	100	2	100	5	100	0
80	320	1	0.5	s2or	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
160	320	1	0.5	raw	100	100	100	100	100	0	4	1	32	15	56	26	65	100	9	10	33	100	69	100	100	100	100	100	0	100	9	100	0
160	320	1	0.5	sig1	100	100	100	100	100	0	4	1	32	15	56	26	65	100	9	10	33	100	69	100	100	100	100	100	0	100	9	100	0
160	320	1	0.5	bsln	100	100	100	100	100	0	4	1	32	15	56	26	65	100	9	10	33	100	69	100	100	100	100	100	0	100	9	100	0
160	320	1	0.5	sig2	100	100	100	100	100	0	4	1	32	15	56	26	65	100	9	10	33	100	69	100	100	100	100	100	0	100	9	100	0
160	320	1	0.5	big2	100	100	100	100	100	0	4	1	32	15	56	26	65	100	9	10	33	100	69	100	100	100	100	100	0	100	9	100	0
160	320	1	0.5	s2or	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
320	320	1	0.5	raw	100	100	100	100	100	0	0	0	0	4	5	5	63	70	0	0	29	35	33	100	100	100	100	100	0	100	7	100	0
320	320	1	0.5	sig1	100	100	100	100	100	0	0	0	0	4	5	5	63	70	0	0	29	35	33	100	100	100	100	100	0	100	7	100	0
320	320	1	0.5	bsln	100	100	100	100	100	0	0	0	0	4	5	5	63	70	0	0	29	35	33	100	100	100	100	100	0	100	7	100	0
320	320	1	0.5	sig2	100	100	100	100	100	0	0	0	0	4	5	5	63	70	0	0	29	35	33	100	100	100	100	100	0	100	7	100	0
320	320	1	0.5	big2	100	100	100	100	100	0	0	0	0	4	5	5	63	70	0	0	29	35	33	100	100	100	100	100	0	100	7	100	0
320	320	1	0.5	s2or	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
20	20	0	0.8	raw	100	4	74	34	51	40	36	63	55	88	85	87	100	100	59	55	100	98	98	51	51	51	51	32	51	51	51	3	48
20	20	0	0.8	sig1	4	4	3	1	1	1	1	1	1	1	1	1	4	4	1	1	4	3	3	1	1	1	1	1	1	1	1	1	0
20	20	0	0.8	bsln	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
20	20	0	0.8	sig2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
20	20	0	0.8	big2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
20	20	0	0.8	s2or	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
40	20	0	0.8	raw	100	7	74	21	49	29	11	90	21	97	63	76	100	96	45	41	100	84	98	24	49	48	49	14	49	29	49	1	48
40	20	0	0.8	sig1	7	7	5	3	3	3	1	4	2	5	3	4	7	5	3	3	7	4	6	3	3	3	3	2	3	3	3	1	2
40	20	0	0.8	bsln	3	3	2	3	3	3	1	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	1	2
40	20	0	0.8	sig2	2	2	2	2	2	2	0	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	0	2
40	20	0	0.8	big2	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2
40	20	0	0.8	s2or	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2
80	20	0	0.8	raw	100	3	74	11	49	28	6	100	6	100	51	64	100	85	40	33	100	61	99	7	49	20	49	6	49	12	49	0	49
80	20	0	0.8	sig1	3	3	2	3	3	3	1	3	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	2	3	0	3
80	20	0	0.8	bsln	3	3	2	3	3	3	1	3	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	2	3	0	3
80	20	0	0.8	sig2	2	2	2	2	2	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	1	2	0	2
80	20	0	0.8	big2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
80	20	0	0.8	s2or	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3
160	20	0	0.8	raw	100	6	74	9	42	29	1	100	1	100	36	53	100	65	33	31	100	40	98	0	42	1	42	2	42	3	42	0	42
160	20	0	0.8	sig1	6	6	6	2	2	0	0	6	0	6	0	0	6	2	0	0	6	0	6	0	2	1	2	0	2	0	2	0	2
160	20	0	0.8	bsln	2	2	2	2	2	0	0	2	0	2	0	0	2	1	0	0	2	0	2	0	2	1	2	0	2	0	2	0	2
160	20	0	0.8	sig2	2	2	2	2	2	0	0	2	0	2	0	0	2	1	0	0	2	0	2	0	2	1	2	0	2	0	2	0	2
160	20	0	0.8	big2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
160	20	0	0.8	s2or	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
320	20	0	0.8	raw	100	6	74	10	44	23	3	100	3	100	30	47	100	53	29	23	100	31	98	0	44	0	44	4	44	5	44	0	44
320	20	0	0.8	sig1	6	6	3	4	3	2	2	6	2	6	2	4	6	4	2	2	6	2	6	0	3	0	3	2	3	2	3	0	3
320	20	0	0.8	bsln	3	3	1	3	3	2	2	3	2	3	2	3	3	3	2	2	3	2	3	0	3	0	3	2	3	2	3	0	3
320	20	0	0.8	sig2	1	1	1	1	1	0	0	1	0	1	0	1	1	1	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1
320	20	0	0.8	big2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
320	20	0	0.8	s2or	3	3	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	1	3	3	3	3	3	1	3
20	40	0	0.8	raw	100	4	95	80	51	16	34	26	80	68	92	81	95	100	51	48	82	100	94	51	51	51	51	29	51	51	51	0	51
20	40	0	0.8	sig1	4	4	3	3	1	1	1	1	1	1	2	1	2	4	1	1	1	4	2	1	1	1	1	1	1	1	1	0	1
20	40	0	0.8	bsln	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
20	40	0	0.8	sig2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
20	40	0	0.8	big2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20	40	0	0.8	s2or	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
