n1	n2	d1	d2	type	m	sig1	sig2	sdir	sigm	d1.c2	d2.c1	c1.c2	d1.p2	d2.p1	p1.p2	d2.scp1	big2
160	40	0.5	0	s2or	493	493	25	493	493	370	140	489	422	425	493	493	33
320	40	0.5	0	raw	1000	1000	47	496	1000	398	80	665	443	448	974	496	18
320	40	0.5	0	sig1	1000	1000	47	496	1000	398	80	665	443	448	974	496	18
320	40	0.5	0	bsln	496	496	26	496	496	381	80	488	411	416	496	496	18
320	40	0.5	0	sig2	26	26	26	26	26	26	23	26	26	26	26	26	13
320	40	0.5	0	big2	496	496	31	496	496	381	82	488	411	416	496	496	18
320	40	0.5	0	s2or	496	496	26	496	496	381	83	488	411	416	496	496	31
20	80	0.5	0	raw	1000	374	50	479	95	270	628	874	671	692	986	68	54
20	80	0.5	0	sig1	374	374	19	174	54	2	72	251	88	103	360	23	0
20	80	0.5	0	bsln	174	174	7	174	54	2	72	154	86	100	173	23	0
20	80	0.5	0	sig2	7	7	7	7	7	2	6	7	7	7	7	7	0
20	80	0.5	0	big2	174	174	7	174	54	2	72	154	86	100	173	23	0
20	80	0.5	0	s2or	174	174	7	174	54	7	73	154	86	100	173	23	7
40	80	0.5	0	raw	1000	598	50	469	221	224	414	817	537	550	985	292	32
40	80	0.5	0	sig1	598	598	32	275	195	26	101	418	172	183	583	178	0
40	80	0.5	0	bsln	275	275	13	275	186	26	101	248	152	158	274	178	0
40	80	0.5	0	sig2	13	13	13	13	13	9	10	12	10	10	13	13	0
40	80	0.5	0	big2	275	275	13	275	186	26	101	248	152	158	274	178	0
40	80	0.5	0	s2or	275	275	13	275	186	30	104	249	155	161	274	178	13
80	80	0.5	0	raw	1000	889	50	467	596	176	182	677	371	375	967	467	6
80	80	0.5	0	sig1	889	889	46	420	584	99	104	567	272	276	856	420	2
80	80	0.5	0	bsln	420	420	20	420	395	99	104	373	236	239	419	420	2
80	80	0.5	0	sig2	20	20	20	20	20	18	18	20	18	18	20	20	2
80	80	0.5	0	big2	420	420	20	420	395	99	104	373	236	239	419	420	2
80	80	0.5	0	s2or	420	420	20	420	395	101	106	373	238	241	419	420	20
160	80	0.5	0	raw	1000	995	50	467	954	167	74	570	264	270	911	467	5
160	80	0.5	0	sig1	995	995	50	463	952	163	70	565	259	265	906	463	4
160	80	0.5	0	bsln	463	463	20	463	463	160	70	405	239	245	462	463	4
160	80	0.5	0	sig2	20	20	20	20	20	20	17	20	20	20	20	20	4
160	80	0.5	0	big2	463	463	20	463	463	160	70	405	239	245	462	463	4
160	80	0.5	0	s2or	463	463	20	463	463	160	73	405	239	245	462	463	20
320	80	0.5	0	raw	1000	1000	50	467	1000	140	27	416	190	195	864	467	4
320	80	0.5	0	sig1	1000	1000	50	467	1000	140	27	416	190	195	864	467	4
320	80	0.5	0	bsln	467	467	20	467	467	140	27	366	189	194	467	467	4
320	80	0.5	0	sig2	20	20	20	20	20	20	11	20	20	20	20	20	4
320	80	0.5	0	big2	467	467	20	467	467	140	28	366	189	194	467	467	4
320	80	0.5	0	s2or	467	467	20	467	467	140	36	366	189	194	467	467	20
20	160	0.5	0	raw	1000	374	47	480	80	171	629	827	642	654	993	3	29
20	160	0.5	0	sig1	374	374	19	176	46	0	47	203	53	60	367	1	0
20	160	0.5	0	bsln	176	176	12	176	46	0	47	124	53	56	175	1	0
20	160	0.5	0	sig2	12	12	12	12	12	0	6	9	6	6	12	1	0
20	160	0.5	0	big2	176	176	12	176	46	0	47	124	53	56	175	1	0
20	160	0.5	0	s2or	176	176	12	176	46	12	53	127	59	62	175	12	12
40	160	0.5	0	raw	1000	598	47	488	154	124	395	726	467	480	975	77	12
40	160	0.5	0	sig1	598	598	25	297	118	1	64	325	105	116	573	42	0
40	160	0.5	0	bsln	297	297	15	297	117	1	64	215	102	111	289	42	0
40	160	0.5	0	sig2	15	15	15	15	15	1	12	15	12	12	15	15	0
40	160	0.5	0	big2	297	297	15	297	117	1	64	215	102	111	289	42	0
40	160	0.5	0	s2or	297	297	15	297	117	15	67	215	105	114	289	42	15
80	160	0.5	0	raw	1000	889	47	488	408	72	158	544	240	245	905	293	5
80	160	0.5	0	sig1	889	889	40	428	398	22	75	433	145	150	794	257	1
80	160	0.5	0	bsln	428	428	21	428	339	22	75	311	138	141	417	257	1
80	160	0.5	0	sig2	21	21	21	21	21	11	15	21	17	17	21	21	1
80	160	0.5	0	big2	428	428	21	428	339	22	75	311	138	141	417	257	1
80	160	0.5	0	s2or	428	428	21	428	339	32	81	311	142	145	417	257	21
160	160	0.5	0	raw	1000	995	47	488	867	41	41	348	115	117	794	488	0
160	160	0.5	0	sig1	995	995	47	486	867	38	38	343	111	113	789	486	0
160	160	0.5	0	bsln	486	486	26	486	483	38	38	281	105	107	463	486	0
160	160	0.5	0	sig2	26	26	26	26	26	11	11	26	18	18	26	26	0
160	160	0.5	0	big2	486	486	26	486	483	38	38	281	105	107	463	486	0
160	160	0.5	0	s2or	486	486	26	486	483	53	53	281	113	115	463	486	26
320	160	0.5	0	raw	1000	1000	47	488	1000	19	7	182	44	45	597	488	0
320	160	0.5	0	sig1	1000	1000	47	488	1000	19	7	182	44	45	597	488	0
320	160	0.5	0	bsln	488	488	26	488	488	19	7	174	44	45	430	488	0
320	160	0.5	0	sig2	26	26	26	26	26	10	5	26	18	19	26	26	0
320	160	0.5	0	big2	488	488	26	488	488	19	7	174	44	45	430	488	0
320	160	0.5	0	s2or	488	488	26	488	488	35	28	174	52	52	430	488	26
20	320	0.5	0	raw	1000	374	41	511	59	111	629	793	630	648	988	0	22
20	320	0.5	0	sig1	374	374	13	186	28	0	37	168	36	43	362	0	0
20	320	0.5	0	bsln	186	186	9	186	27	0	37	106	36	43	183	0	0
20	320	0.5	0	sig2	9	9	9	9	9	0	4	5	4	4	9	0	0
20	320	0.5	0	big2	186	186	9	186	27	0	37	106	36	43	183	0	0
20	320	0.5	0	s2or	186	186	9	186	27	9	42	110	41	48	183	9	9
40	320	0.5	0	raw	1000	598	41	517	100	73	395	663	428	442	961	4	8
40	320	0.5	0	sig1	598	598	28	302	79	0	45	262	64	72	559	4	0
40	320	0.5	0	bsln	302	302	19	302	79	0	45	180	60	68	293	4	0
40	320	0.5	0	sig2	19	19	19	19	19	0	9	17	10	12	18	4	0
40	320	0.5	0	big2	302	302	19	302	79	0	45	180	60	68	293	4	0
40	320	0.5	0	s2or	302	302	19	302	79	19	55	182	69	75	294	19	19
80	320	0.5	0	raw	1000	889	41	517	298	21	137	400	177	183	871	81	1
80	320	0.5	0	sig1	889	889	37	464	288	1	48	290	78	84	760	72	0
80	320	0.5	0	bsln	464	464	23	464	283	1	48	217	73	77	426	72	0
80	320	0.5	0	sig2	23	23	23	23	23	1	10	15	11	11	23	23	0
80	320	0.5	0	big2	464	464	23	464	283	1	48	217	73	77	426	72	0
80	320	0.5	0	s2or	464	464	23	464	283	23	61	225	85	89	426	72	23
160	320	0.5	0	raw	1000	995	41	517	725	6	19	195	47	48	633	322	0
160	320	0.5	0	sig1	995	995	41	514	725	4	16	190	42	43	628	320	0
160	320	0.5	0	bsln	514	514	25	514	497	4	16	161	41	42	418	320	0
160	320	0.5	0	sig2	25	25	25	25	25	1	5	20	7	8	25	25	0
160	320	0.5	0	big2	514	514	25	514	497	4	16	161	41	42	418	320	0
160	320	0.5	0	s2or	514	514	25	514	497	28	36	166	59	59	418	320	25
320	320	0.5	0	raw	1000	1000	41	517	998	1	1	47	5	5	305	517	0
320	320	0.5	0	sig1	1000	1000	41	517	998	1	1	47	5	5	305	517	0
320	320	0.5	0	bsln	517	517	25	517	517	1	1	45	5	5	258	517	0
320	320	0.5	0	sig2	25	25	25	25	25	1	1	11	4	4	21	25	0
320	320	0.5	0	big2	517	517	25	517	517	1	1	45	5	5	258	517	0
320	320	0.5	0	s2or	517	517	25	517	517	25	25	59	26	26	262	517	25
20	20	0.8	0	raw	1000	688	36	529	372	337	362	880	568	611	991	529	44
20	20	0.8	0	sig1	688	688	21	370	347	116	139	569	287	327	679	370	4
20	20	0.8	0	bsln	370	370	13	370	306	116	139	354	248	276	370	370	4
20	20	0.8	0	sig2	13	13	13	13	13	11	12	13	13	13	13	13	4
20	20	0.8	0	big2	370	370	13	370	306	116	139	354	248	276	370	370	4
20	20	0.8	0	s2or	370	370	13	370	306	118	140	354	248	276	370	370	13
40	20	0.8	0	raw	1000	948	36	527	798	316	188	787	463	499	982	527	24
40	20	0.8	0	sig1	948	948	34	501	790	276	157	736	416	452	930	501	15
40	20	0.8	0	bsln	501	501	22	501	492	260	157	481	358	389	501	501	15
40	20	0.8	0	sig2	22	22	22	22	22	22	21	22	22	22	22	22	11
40	20	0.8	0	big2	501	501	26	501	492	260	157	481	358	389	501	501	15
40	20	0.8	0	s2or	501	501	22	501	492	260	158	481	358	389	501	501	26
80	20	0.8	0	raw	1000	997	36	527	995	327	89	678	420	446	968	527	16
80	20	0.8	0	sig1	997	997	36	526	994	325	88	675	417	443	965	526	15
80	20	0.8	0	bsln	526	526	23	526	526	309	88	512	387	411	526	526	15
80	20	0.8	0	sig2	23	23	23	23	23	23	20	23	23	23	23	23	11
80	20	0.8	0	big2	526	526	27	526	526	309	90	512	387	411	526	526	15
80	20	0.8	0	s2or	526	526	23	526	526	309	91	512	387	411	526	526	27
160	20	0.8	0	raw	1000	1000	36	527	1000	316	45	578	354	383	953	527	10
160	20	0.8	0	sig1	1000	1000	36	527	1000	316	45	578	354	383	953	527	10
160	20	0.8	0	bsln	527	527	23	527	527	313	45	501	349	376	527	527	10
160	20	0.8	0	sig2	23	23	23	23	23	23	21	23	23	23	23	23	8
160	20	0.8	0	big2	527	527	25	527	527	313	46	501	349	376	527	527	10
160	20	0.8	0	s2or	527	527	23	527	527	313	47	501	349	376	527	527	25
320	20	0.8	0	raw	1000	1000	36	527	1000	308	24	505	331	358	943	527	10
320	20	0.8	0	sig1	1000	1000	36	527	1000	308	24	505	331	358	943	527	10
320	20	0.8	0	bsln	527	527	23	527	527	307	24	474	329	356	527	527	10
320	20	0.8	0	sig2	23	23	23	23	23	23	17	23	23	23	23	23	10
320	20	0.8	0	big2	527	527	23	527	527	307	26	474	329	356	527	527	10
320	20	0.8	0	s2or	527	527	23	527	527	307	30	474	329	356	527	527	23
20	40	0.8	0	raw	1000	688	47	490	249	192	344	750	438	474	970	294	16
20	40	0.8	0	sig1	688	688	29	331	214	23	97	439	161	193	658	191	1
20	40	0.8	0	bsln	331	331	14	331	209	23	97	279	153	180	327	191	1
20	40	0.8	0	sig2	14	14	14	14	14	6	11	13	11	12	14	14	1
20	40	0.8	0	big2	331	331	14	331	209	23	97	279	153	180	327	191	1
20	40	0.8	0	s2or	331	331	14	331	209	31	100	280	156	182	327	191	14
40	40	0.8	0	raw	1000	948	47	496	648	143	150	626	294	316	938	496	4
40	40	0.8	0	sig1	948	948	46	465	643	107	113	574	248	270	886	465	2
40	40	0.8	0	bsln	465	465	26	465	433	107	113	396	232	251	463	465	2
40	40	0.8	0	sig2	26	26	26	26	26	20	21	26	26	26	26	26	2
40	40	0.8	0	big2	465	465	26	465	433	107	113	396	232	251	463	465	2
40	40	0.8	0	s2or	465	465	26	465	433	113	118	396	232	251	463	465	26
80	40	0.8	0	raw	1000	997	47	496	977	96	43	446	180	196	865	496	2
80	40	0.8	0	sig1	997	997	47	496	977	95	42	443	177	193	862	496	2
80	40	0.8	0	bsln	496	496	26	496	496	94	42	373	171	187	492	496	2
80	40	0.8	0	sig2	26	26	26	26	26	22	20	26	25	26	26	26	2
80	40	0.8	0	big2	496	496	26	496	496	94	42	373	171	187	492	496	2
80	40	0.8	0	s2or	496	496	26	496	496	98	48	373	172	187	492	496	26
160	40	0.8	0	raw	1000	1000	47	496	1000	74	13	302	118	135	783	496	1
160	40	0.8	0	sig1	1000	1000	47	496	1000	74	13	302	118	135	783	496	1
160	40	0.8	0	bsln	496	496	26	496	496	74	13	290	118	135	492	496	1
160	40	0.8	0	sig2	26	26	26	26	26	22	11	26	25	26	26	26	1
160	40	0.8	0	big2	496	496	26	496	496	74	13	290	118	135	492	496	1
160	40	0.8	0	s2or	496	496	26	496	496	78	28	290	119	135	492	496	26
320	40	0.8	0	raw	1000	1000	47	496	1000	63	4	207	80	90	728	496	1
320	40	0.8	0	sig1	1000	1000	47	496	1000	63	4	207	80	90	728	496	1
320	40	0.8	0	bsln	496	496	26	496	496	63	4	207	80	90	496	496	1
320	40	0.8	0	sig2	26	26	26	26	26	26	4	26	26	26	26	26	1
320	40	0.8	0	big2	496	496	26	496	496	63	4	207	80	90	496	496	1
320	40	0.8	0	s2or	496	496	26	496	496	63	26	207	80	90	496	496	26
20	80	0.8	0	raw	1000	688	50	465	145	84	324	652	373	398	955	62	15
20	80	0.8	0	sig1	688	688	34	312	122	1	57	341	84	105	643	36	0
20	80	0.8	0	bsln	312	312	9	312	121	1	57	211	81	99	307	36	0
20	80	0.8	0	sig2	9	9	9	9	9	1	7	9	7	8	9	9	0
20	80	0.8	0	big2	312	312	9	312	121	1	57	211	81	99	307	36	0
20	80	0.8	0	s2or	312	312	9	312	121	9	59	211	83	100	307	36	9
40	80	0.8	0	raw	1000	948	50	467	442	42	101	444	170	183	866	292	2
40	80	0.8	0	sig1	948	948	48	434	439	20	61	392	123	136	814	274	1
40	80	0.8	0	bsln	434	434	19	434	365	20	61	285	119	130	418	274	1
40	80	0.8	0	sig2	19	19	19	19	19	9	13	19	16	16	19	19	1
40	80	0.8	0	big2	434	434	19	434	365	20	61	285	119	130	418	274	1
40	80	0.8	0	s2or	434	434	19	434	365	30	67	285	122	133	418	274	19
80	80	0.8	0	raw	1000	997	50	467	926	25	25	223	61	67	650	467	1
80	80	0.8	0	sig1	997	997	50	466	926	24	24	220	59	65	647	466	1
80	80	0.8	0	bsln	466	466	20	466	463	24	24	195	59	65	416	466	1
80	80	0.8	0	sig2	20	20	20	20	20	8	8	18	12	13	20	20	1
80	80	0.8	0	big2	466	466	20	466	463	24	24	195	59	65	416	466	1
80	80	0.8	0	s2or	466	466	20	466	463	36	36	197	67	72	416	466	20
160	80	0.8	0	raw	1000	1000	50	467	1000	6	1	76	14	15	439	467	0
160	80	0.8	0	sig1	1000	1000	50	467	1000	6	1	76	14	15	439	467	0
160	80	0.8	0	bsln	467	467	20	467	467	6	1	75	14	15	355	467	0
160	80	0.8	0	sig2	20	20	20	20	20	4	1	19	8	8	20	20	0
160	80	0.8	0	big2	467	467	20	467	467	6	1	75	14	15	355	467	0
160	80	0.8	0	s2or	467	467	20	467	467	22	20	76	26	27	355	467	20
320	80	0.8	0	raw	1000	1000	50	467	1000	2	1	38	5	6	289	467	0
320	80	0.8	0	sig1	1000	1000	50	467	1000	2	1	38	5	6	289	467	0
320	80	0.8	0	bsln	467	467	20	467	467	2	1	38	5	6	274	467	0
320	80	0.8	0	sig2	20	20	20	20	20	2	1	16	5	6	20	20	0
320	80	0.8	0	big2	467	467	20	467	467	2	1	38	5	6	274	467	0
320	80	0.8	0	s2or	467	467	20	467	467	20	20	42	20	20	274	467	20
20	160	0.8	0	raw	1000	688	47	490	101	36	318	567	336	361	942	3	5
20	160	0.8	0	sig1	688	688	38	337	87	0	53	255	57	78	630	3	0
20	160	0.8	0	bsln	337	337	22	337	87	0	53	177	57	76	320	3	0
20	160	0.8	0	sig2	22	22	22	22	22	0	8	14	8	9	22	3	0
20	160	0.8	0	big2	337	337	22	337	87	0	53	177	57	76	320	3	0
20	160	0.8	0	s2or	337	337	22	337	87	22	67	185	71	89	320	22	22
40	160	0.8	0	raw	1000	948	47	488	282	6	72	307	98	105	804	76	0
40	160	0.8	0	sig1	948	948	47	464	278	1	39	255	59	66	752	73	0
40	160	0.8	0	bsln	464	464	26	464	277	1	39	187	59	66	413	73	0
40	160	0.8	0	sig2	26	26	26	26	26	1	7	17	8	10	26	26	0
40	160	0.8	0	big2	464	464	26	464	277	1	39	187	59	66	413	73	0
40	160	0.8	0	s2or	464	464	26	464	277	26	58	196	77	82	413	73	26
80	160	0.8	0	raw	1000	997	47	488	773	2	12	97	20	21	439	293	0
80	160	0.8	0	sig1	997	997	47	486	773	1	9	94	17	18	436	293	0
80	160	0.8	0	bsln	486	486	26	486	478	1	9	82	16	17	319	293	0
80	160	0.8	0	sig2	26	26	26	26	26	1	4	13	5	5	23	26	0
80	160	0.8	0	big2	486	486	26	486	478	1	9	82	16	17	319	293	0
80	160	0.8	0	s2or	486	486	26	486	478	26	31	95	37	38	322	293	26
160	160	0.8	0	raw	1000	1000	47	488	998	0	0	17	1	1	118	488	0
160	160	0.8	0	sig1	1000	1000	47	488	998	0	0	17	1	1	118	488	0
160	160	0.8	0	bsln	488	488	26	488	488	0	0	17	1	1	113	488	0
160	160	0.8	0	sig2	26	26	26	26	26	0	0	9	0	0	21	26	0
160	160	0.8	0	big2	488	488	26	488	488	0	0	17	1	1	113	488	0
160	160	0.8	0	s2or	488	488	26	488	488	26	26	34	27	27	118	488	26
320	160	0.8	0	raw	1000	1000	47	488	1000	0	0	0	0	0	38	488	0
320	160	0.8	0	sig1	1000	1000	47	488	1000	0	0	0	0	0	38	488	0
320	160	0.8	0	bsln	488	488	26	488	488	0	0	0	0	0	37	488	0
320	160	0.8	0	sig2	26	26	26	26	26	0	0	0	0	0	17	26	0
320	160	0.8	0	big2	488	488	26	488	488	0	0	0	0	0	37	488	0
320	160	0.8	0	s2or	488	488	26	488	488	26	26	26	26	26	46	488	26
20	320	0.8	0	raw	1000	688	41	515	76	22	305	496	304	331	944	0	5
20	320	0.8	0	sig1	688	688	27	353	55	0	28	185	26	44	632	0	0
20	320	0.8	0	bsln	353	353	16	353	54	0	28	131	26	41	334	0	0
20	320	0.8	0	sig2	16	16	16	16	16	0	3	10	1	3	16	0	0
20	320	0.8	0	big2	353	353	16	353	54	0	28	131	26	41	334	0	0
20	320	0.8	0	s2or	353	353	16	353	54	16	41	137	41	54	334	16	16
40	320	0.8	0	raw	1000	948	41	517	196	1	58	215	72	85	748	4	0
40	320	0.8	0	sig1	948	948	41	499	195	0	23	163	33	44	696	4	0
40	320	0.8	0	bsln	499	499	25	499	195	0	23	127	33	43	398	4	0
40	320	0.8	0	sig2	25	25	25	25	25	0	1	9	2	4	23	4	0
40	320	0.8	0	big2	499	499	25	499	195	0	23	127	33	43	398	4	0
40	320	0.8	0	s2or	499	499	25	499	195	25	47	143	56	64	400	25	25
80	320	0.8	0	raw	1000	997	41	517	562	0	5	39	9	9	295	81	0
80	320	0.8	0	sig1	997	997	41	516	562	0	2	36	6	6	292	81	0
80	320	0.8	0	bsln	516	516	25	516	471	0	2	31	6	6	210	81	0
80	320	0.8	0	sig2	25	25	25	25	25	0	0	3	0	0	15	25	0
80	320	0.8	0	big2	516	516	25	516	471	0	2	31	6	6	210	81	0
80	320	0.8	0	s2or	516	516	25	516	471	25	27	53	31	31	220	81	25
160	320	0.8	0	raw	1000	1000	41	517	976	0	0	0	0	0	28	322	0
160	320	0.8	0	sig1	1000	1000	41	517	976	0	0	0	0	0	28	322	0
160	320	0.8	0	bsln	517	517	25	517	517	0	0	0	0	0	26	322	0
160	320	0.8	0	sig2	25	25	25	25	25	0	0	0	0	0	6	25	0
160	320	0.8	0	big2	517	517	25	517	517	0	0	0	0	0	26	322	0
160	320	0.8	0	s2or	517	517	25	517	517	25	25	25	25	25	45	322	25
320	320	0.8	0	raw	1000	1000	41	517	1000	0	0	0	0	0	1	517	0
320	320	0.8	0	sig1	1000	1000	41	517	1000	0	0	0	0	0	1	517	0
320	320	0.8	0	bsln	517	517	25	517	517	0	0	0	0	0	1	517	0
320	320	0.8	0	sig2	25	25	25	25	25	0	0	0	0	0	1	25	0
320	320	0.8	0	big2	517	517	25	517	517	0	0	0	0	0	1	517	0
320	320	0.8	0	s2or	517	517	25	517	517	25	25	25	25	25	25	517	25
20	20	1	0	raw	1000	855	36	528	508	211	233	740	409	453	953	528	18
20	20	1	0	sig1	855	855	28	440	496	106	126	596	277	321	808	440	6
20	20	1	0	bsln	440	440	16	440	391	106	126	404	249	288	438	440	6
20	20	1	0	sig2	16	16	16	16	16	14	14	16	14	15	16	16	6
20	20	1	0	big2	440	440	16	440	391	106	126	404	249	288	438	440	6
20	20	1	0	s2or	440	440	16	440	391	108	128	404	251	289	438	440	16
40	20	1	0	raw	1000	989	36	527	937	166	82	602	270	312	929	527	8
40	20	1	0	sig1	989	989	36	519	936	156	73	591	260	302	918	519	7
40	20	1	0	bsln	519	519	23	519	517	153	73	464	245	285	519	519	7
40	20	1	0	sig2	23	23	23	23	23	21	19	23	23	23	23	23	6
40	20	1	0	big2	519	519	24	519	517	153	74	464	245	285	519	519	7
40	20	1	0	s2or	519	519	23	519	517	155	77	464	245	285	519	519	24
80	20	1	0	raw	1000	1000	36	527	1000	153	31	448	212	238	893	527	3
80	20	1	0	sig1	1000	1000	36	527	1000	153	31	448	212	238	893	527	3
80	20	1	0	bsln	527	527	23	527	527	151	31	396	207	233	527	527	3
80	20	1	0	sig2	23	23	23	23	23	22	14	23	23	23	23	23	2
80	20	1	0	big2	527	527	24	527	527	151	31	396	207	233	527	527	3
80	20	1	0	s2or	527	527	23	527	527	152	40	396	207	233	527	527	24
160	20	1	0	raw	1000	1000	36	527	1000	138	12	343	168	186	856	527	4
160	20	1	0	sig1	1000	1000	36	527	1000	138	12	343	168	186	856	527	4
160	20	1	0	bsln	527	527	23	527	527	138	12	337	168	186	527	527	4
160	20	1	0	sig2	23	23	23	23	23	23	10	23	23	23	23	23	4
160	20	1	0	big2	527	527	23	527	527	138	12	337	168	186	527	527	4
160	20	1	0	s2or	527	527	23	527	527	138	25	337	168	186	527	527	23
320	20	1	0	raw	1000	1000	36	527	1000	132	6	268	143	163	854	527	0
320	20	1	0	sig1	1000	1000	36	527	1000	132	6	268	143	163	854	527	0
320	20	1	0	bsln	527	527	23	527	527	132	6	268	143	163	527	527	0
320	20	1	0	sig2	23	23	23	23	23	23	6	23	23	23	23	23	0
320	20	1	0	big2	527	527	23	527	527	132	6	268	143	163	527	527	0
320	20	1	0	s2or	527	527	23	527	527	132	23	268	143	163	527	527	23
20	40	1	0	raw	1000	855	47	497	346	89	195	594	272	304	908	299	7
20	40	1	0	sig1	855	855	44	421	329	17	82	450	141	172	763	251	0
20	40	1	0	bsln	421	421	24	421	312	17	82	322	133	158	409	251	0
20	40	1	0	sig2	24	24	24	24	24	7	12	22	18	18	23	24	0
20	40	1	0	big2	421	421	24	421	312	17	82	322	133	158	409	251	0
20	40	1	0	s2or	421	421	24	421	312	34	94	324	139	164	410	251	24
40	40	1	0	raw	1000	989	47	496	851	39	42	382	111	129	806	496	1
40	40	1	0	sig1	989	989	46	492	850	33	36	371	101	119	795	492	0
40	40	1	0	bsln	492	492	25	492	489	33	36	315	93	110	476	492	0
40	40	1	0	sig2	25	25	25	25	25	11	11	23	17	20	25	25	0
40	40	1	0	big2	492	492	25	492	489	33	36	315	93	110	476	492	0
40	40	1	0	s2or	492	492	25	492	489	47	50	317	101	115	476	492	25
80	40	1	0	raw	1000	1000	47	496	999	29	11	201	56	60	618	496	0
80	40	1	0	sig1	1000	1000	47	496	999	29	11	201	56	60	618	496	0
80	40	1	0	bsln	496	496	26	496	496	29	11	193	56	60	452	496	0
80	40	1	0	sig2	26	26	26	26	26	13	6	24	18	19	26	26	0
80	40	1	0	big2	496	496	26	496	496	29	11	193	56	60	452	496	0
80	40	1	0	s2or	496	496	26	496	496	42	31	195	64	67	452	496	26
160	40	1	0	raw	1000	1000	47	496	1000	15	0	95	28	31	509	496	0
160	40	1	0	sig1	1000	1000	47	496	1000	15	0	95	28	31	509	496	0
160	40	1	0	bsln	496	496	26	496	496	15	0	95	28	31	434	496	0
160	40	1	0	sig2	26	26	26	26	26	9	0	25	19	19	26	26	0
160	40	1	0	big2	496	496	26	496	496	15	0	95	28	31	434	496	0
160	40	1	0	s2or	496	496	26	496	496	32	26	96	35	38	434	496	26
320	40	1	0	raw	1000	1000	47	496	1000	12	0	56	16	18	429	496	0
320	40	1	0	sig1	1000	1000	47	496	1000	12	0	56	16	18	429	496	0
320	40	1	0	bsln	496	496	26	496	496	12	0	56	16	18	400	496	0
320	40	1	0	sig2	26	26	26	26	26	11	0	24	14	15	26	26	0
320	40	1	0	big2	496	496	26	496	496	12	0	56	16	18	400	496	0
320	40	1	0	s2or	496	496	26	496	496	27	26	58	28	29	400	496	26
20	80	1	0	raw	1000	855	50	468	203	29	169	457	202	225	883	62	2
20	80	1	0	sig1	855	855	42	409	197	3	59	312	76	96	738	56	0
20	80	1	0	bsln	409	409	18	409	197	3	59	218	75	92	376	56	0
20	80	1	0	sig2	18	18	18	18	18	3	11	16	11	11	18	18	0
20	80	1	0	big2	409	409	18	409	197	3	59	218	75	92	376	56	0
20	80	1	0	s2or	409	409	18	409	197	18	66	220	82	99	376	56	18
40	80	1	0	raw	1000	989	50	467	636	12	31	191	46	49	625	292	2
40	80	1	0	sig1	989	989	48	461	634	7	22	180	37	40	614	288	0
40	80	1	0	bsln	461	461	18	461	445	7	22	147	36	39	381	288	0
40	80	1	0	sig2	18	18	18	18	18	3	7	14	9	9	17	18	0
40	80	1	0	big2	461	461	18	461	445	7	22	147	36	39	381	288	0
40	80	1	0	s2or	461	461	18	461	445	22	33	151	45	48	382	288	18
80	80	1	0	raw	1000	1000	50	467	988	3	3	58	12	15	305	467	0
80	80	1	0	sig1	1000	1000	50	467	988	3	3	58	12	15	305	467	0
80	80	1	0	bsln	467	467	20	467	467	3	3	55	12	15	253	467	0
80	80	1	0	sig2	20	20	20	20	20	3	3	17	6	9	20	20	0
80	80	1	0	big2	467	467	20	467	467	3	3	55	12	15	253	467	0
80	80	1	0	s2or	467	467	20	467	467	20	20	58	26	26	253	467	20
160	80	1	0	raw	1000	1000	50	467	1000	0	0	11	1	2	125	467	0
160	80	1	0	sig1	1000	1000	50	467	1000	0	0	11	1	2	125	467	0
160	80	1	0	bsln	467	467	20	467	467	0	0	11	1	2	123	467	0
160	80	1	0	sig2	20	20	20	20	20	0	0	8	1	2	19	20	0
160	80	1	0	big2	467	467	20	467	467	0	0	11	1	2	123	467	0
160	80	1	0	s2or	467	467	20	467	467	20	20	23	20	20	124	467	20
320	80	1	0	raw	1000	1000	50	467	1000	0	0	2	0	0	50	467	0
320	80	1	0	sig1	1000	1000	50	467	1000	0	0	2	0	0	50	467	0
320	80	1	0	bsln	467	467	20	467	467	0	0	2	0	0	50	467	0
320	80	1	0	sig2	20	20	20	20	20	0	0	2	0	0	17	20	0
320	80	1	0	big2	467	467	20	467	467	0	0	2	0	0	50	467	0
320	80	1	0	s2or	467	467	20	467	467	20	20	20	20	20	53	467	20
20	160	1	0	raw	1000	855	47	489	126	10	160	354	171	184	842	3	1
20	160	1	0	sig1	855	855	43	415	120	0	35	211	40	51	697	2	0
20	160	1	0	bsln	415	415	25	415	120	0	35	161	39	50	375	2	0
20	160	1	0	sig2	25	25	25	25	25	0	8	16	8	10	23	2	0
20	160	1	0	big2	415	415	25	415	120	0	35	161	39	50	375	2	0
20	160	1	0	s2or	415	415	25	415	120	25	52	170	56	65	377	25	25
40	160	1	0	raw	1000	989	47	488	402	1	15	86	25	29	499	76	0
40	160	1	0	sig1	989	989	47	484	402	0	9	75	16	19	488	76	0
40	160	1	0	bsln	484	484	26	484	380	0	9	63	16	19	319	76	0
40	160	1	0	sig2	26	26	26	26	26	0	2	9	3	3	22	26	0
40	160	1	0	big2	484	484	26	484	380	0	9	63	16	19	319	76	0
40	160	1	0	s2or	484	484	26	484	380	26	33	80	39	42	323	76	26
80	160	1	0	raw	1000	1000	47	488	912	0	1	13	1	1	133	293	0
80	160	1	0	sig1	1000	1000	47	488	912	0	1	13	1	1	133	293	0
80	160	1	0	bsln	488	488	26	488	488	0	1	13	1	1	111	293	0
